mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,mfcc_delta2_mean,mfcc_delta2_std,chroma_stft_mean,chroma_stft_std,chroma_cqt_mean,chroma_cqt_std,chroma_vqt_mean,chroma_vqt_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_contrast_mean,spectral_contrast_std,spectral_flatness_mean,spectral_flatness_std,tonnetz_mean,tonnetz_std,tempogram_mean,tempogram_std,rms_mean,rms_std,zero_crossing_rate_mean,zero_crossing_rate_std,mel_spec_mean,mel_spec_std,tempo,label
1.9366391897201538,42.04216003417969,0.002705003833398223,2.7939651012420654,7.578041550004855e-05,1.5766890048980713,0.35012850165367126,0.2979457378387451,0.5378252863883972,0.23148877918720245,0.5378252863883972,0.23148877918720245,1784.1226412753101,360.20200501843135,2002.4124072733878,292.9751020236873,3805.7230301080335,949.3434134740136,20.52328909927147,8.76362887242122,0.004495573695749044,0.005505866836756468,0.0076749488752600875,0.08938210080423346,0.1523540718041689,0.1824433799509388,0.1301843225955963,0.05318251624703407,0.08304482066898686,0.027693783681433826,4.42554235458374,27.200815200805664,123.046875,blues
-0.05725468695163727,60.05363464355469,0.0022254264913499355,3.825333833694458,-0.004958287347108126,2.0344302654266357,0.3408493995666504,0.3081820607185364,0.4767722487449646,0.2402602881193161,0.4767722487449646,0.2402602881193161,1530.2617669893777,613.1194898044935,2038.9876082704006,462.49876020502285,3550.7136156830047,1725.7783473036059,20.67248575925077,8.237830119694173,0.002298097824677825,0.004852658603340387,0.053036409941283356,0.10648465084694374,0.11784999857096941,0.15233852601231343,0.09590782225131989,0.048710573464632034,0.05603980870552978,0.03804630719740175,2.65343976020813,17.322647094726562,67.99958881578948,blues
1.0326179265975952,43.078025817871094,0.00026417875778861344,3.273486375808716,-0.0006622779765166342,2.0035626888275146,0.3635377287864685,0.2919873893260956,0.44370487332344055,0.2424324005842209,0.44370487332344055,0.2424324005842209,1552.832481434823,395.5641678715904,1747.754086849524,276.21624390702294,3042.4101154654873,885.5116455461281,22.191291986332494,8.724826520261079,0.0026350163388997316,0.003352830884978175,0.020468997669489293,0.11867738591731053,0.13494678793787498,0.1632856421387472,0.17547321319580078,0.05244862288236618,0.07629120746326373,0.031730570099435376,7.253840446472168,29.519628524780273,161.4990234375,blues
0.0689259022474289,59.700958251953125,-0.010571424849331379,3.5579421520233154,-0.0010274945525452495,1.8275904655456543,0.40485435724258423,0.30659201741218567,0.3168911337852478,0.26688531041145325,0.3168911337852478,0.26688531041145325,1070.1534175250665,429.3786317904825,1596.422564453577,408.1076380606334,2184.8790286035382,1221.9156472279285,21.423621107098153,7.961580449636709,0.0009548899834044278,0.0016321807634085417,0.034265145542699216,0.15796431199608954,0.11228498709753369,0.14540790818299026,0.14104026556015015,0.07967183738946915,0.03330886262567672,0.020561103742135052,6.207545280456543,68.63349151611328,63.02400914634146,blues
-8.460348129272461,51.30107116699219,0.007164129987359047,3.459275007247925,-0.002489431295543909,1.9328272342681885,0.3085259795188904,0.29638344049453735,0.49700453877449036,0.2569923996925354,0.49700453877449036,0.2569923996925354,1835.12851277257,585.874983035052,1748.4107584538087,297.28556049326363,3579.9574708164155,1253.928346818156,21.459618028115003,7.939388672875429,0.0032402172219008207,0.004355895798653364,-0.0374284084095062,0.14448946305681032,0.13406382237205894,0.16177178284750476,0.09150122106075287,0.04801338538527489,0.10146053871809745,0.04420548271538123,2.1063308715820312,12.865748405456543,135.99917763157896,blues
-7.101465702056885,55.20644760131836,0.005537049379199743,3.8736186027526855,0.0027543839532881975,2.1275973320007324,0.30252185463905334,0.2958906888961792,0.3972458243370056,0.2693723440170288,0.3972458243370056,0.2693723440170288,1832.0115969728529,1015.1274949259331,1729.5808044661662,449.27282802016987,3481.4676306917054,1809.5265116114597,22.54261550183542,8.178236340464082,0.0030588877853006124,0.006480098236352205,0.001191695733074583,0.1810170597921501,0.11030007392264678,0.14134160222746267,0.10345287621021271,0.06309645622968674,0.09404153373936582,0.07895058970522166,2.9151482582092285,28.451770782470703,69.83741554054055,blues
-7.859531879425049,59.766395568847656,0.00421374524012208,4.243681907653809,0.0020263970363885164,2.3393197059631348,0.2914259731769562,0.30656948685646057,0.3771122992038727,0.29114413261413574,0.3771122992038727,0.29114413261413574,1459.4696908114731,661.834570570731,1389.0684455566097,430.2979447183723,2795.910729498985,1273.3843919480398,23.42114998907923,7.041236892766927,0.0009756438666954637,0.0028798887506127357,-0.0049300358659700085,0.19361217377449463,0.10609089517311387,0.13718236761528324,0.1417519599199295,0.09371273219585419,0.07305223740815932,0.04369405757996276,5.882196426391602,49.61675262451172,71.77734375,blues
-5.965394973754883,57.03623962402344,0.003363564610481262,3.540195941925049,-0.0007746158516965806,2.035898447036743,0.3073715269565582,0.3047184646129608,0.4067879915237427,0.27711400389671326,0.4067879915237427,0.27711400389671326,1451.859413795751,670.5234080387495,1577.5671157628285,410.1190064205019,2955.3197165929523,1276.5411918238867,22.435547295228528,7.243614235776746,0.0014387744013220072,0.003215559059754014,-0.04463918934753101,0.1546291241728371,0.1269074178726281,0.1529110812738873,0.13176751136779785,0.07437695562839508,0.061442246108855375,0.04299786357871877,4.828114986419678,37.61079788208008,92.28515625,blues
1.998934030532837,44.0902099609375,-0.00859032291918993,3.1470751762390137,-0.003928412217646837,1.880202293395996,0.4089129567146301,0.29410892724990845,0.47973355650901794,0.230959951877594,0.47973355650901794,0.230959951877594,1719.4633657271252,404.11438129424437,2031.8293659117528,324.90910152458673,3782.441190998405,1123.8258620667884,22.371989709987858,9.447771429128924,0.002596803940832615,0.003046864178031683,0.033780705393187824,0.10300985063629019,0.15372690341806416,0.1830377931280125,0.14232727885246277,0.038770075887441635,0.06402488761600927,0.027045919171916347,4.943857669830322,29.2838077545166,83.35433467741936,blues
-5.117159843444824,59.55868911743164,-0.004672744311392307,2.70552396774292,-0.0006552095292136073,1.4277969598770142,0.2739676237106323,0.30382663011550903,0.39066579937934875,0.2761842608451843,0.39066579937934875,0.2761842608451843,1817.2305900912738,546.0232819290538,1973.7920387617455,337.84633270291425,3943.8319655416185,1169.0955250840677,21.156619818456516,7.956331363201154,0.002710847184062004,0.003215235657989979,0.028891831202601494,0.16440632646346567,0.1756032967824318,0.20400552756565513,0.08128055185079575,0.06592553853988647,0.07917482356921887,0.03711682977865272,2.387230634689331,24.572412490844727,80.74951171875,blues
